	phenotype	taxonomy rank level	NCBI taxon id 1	NCBI taxon id 2	pvalue Pearson	correlation coefficient Pearson	pvalue Spearman	correlation coefficient Spearman	nr. co-occurred samples	nr. samples of taxon1 only	nr. samples of taxon2 only	nr. samples of none	Odds ratio (OR) Fisher test	pvalue Fisher test	OR confidence lower	OR confidence upper	scientific name taxon1	scientific name taxon2
11719	D006262	species	89014	253239	0.000712699	-0.092418869	8.020000000000001e-47	-0.378489959	55	1181	102	11147	5.088290969	8.23e-18	3.57656204	7.172159056	Blautia luti	Ethanoligenens harbinense
11720	D006262	species	89014	255723	0.039044121	-0.057511595	2.1499999999999997e-23	-0.272678639	29	1207	52	11197	5.172352392	2.73e-10	3.153234439	8.334391852	Blautia luti	Slackia faecicanis
11721	D006262	species	89014	256847	0.029769019	-0.061420214	5.33e-08	-0.152984306	9	1227	16	11233	5.148411816	0.000417312	2.000786623	12.40318316	Blautia luti	Lentisphaera araneosa
11722	D006262	species	89014	264027	0.04216963	-0.057318842	1.98e-07	-0.146065872	45	1191	21	11228	20.19069728	3.4499999999999996e-30	11.73450184	35.80103802	Blautia luti	Algoriphagus marincola
11723	D006262	species	89014	301301	6.04e-24	-0.127314786	7e-305	-0.447564457	606	630	4998	6251	1.203031738	0.002117098	1.067652981	1.355512046	Blautia luti	Roseburia hominis
11724	D006262	species	89014	308994	0.001050088	-0.084807	1.6500000000000001e-77	-0.456309374	225	1011	254	10995	9.630229414	1.89e-102	7.919621758	11.70660298	Blautia luti	Dialister propionicifaciens
11725	D006262	species	89014	310298	3.1e-12	-0.116028175	7.16e-237	-0.509867665	571	665	2354	8895	3.24388509	2.59e-77	2.869507341	3.666880994	Blautia luti	Bacteroides coprocola
11726	D006262	species	89014	328813	7.69e-16	-0.104206027	4.95e-258	-0.423763657	671	565	4715	6534	1.645669882	1.15e-16	1.460101481	1.855382816	Blautia luti	Alistipes onderdonkii
11727	D006262	species	89014	328814	2.14e-21	-0.118905205	3.0100000000000003e-209	-0.37369763	736	500	5102	6147	1.773385356	2.67e-21	1.571234542	2.002762409	Blautia luti	Alistipes shahii
11728	D006262	species	89014	341220	0.018116731	0.066860923	0.000746898	-0.095284173	14	1222	13	11236	9.898304476	4.7e-08	4.304338212	22.92847139	Blautia luti	Lactonifactor longoviformis
11729	D006262	species	89014	376806	0.006811558	-0.074871386	6.53e-26	-0.285572066	28	1208	69	11180	3.754804958	1.21e-07	2.320172854	5.930839897	Blautia luti	Bacteroides gallinarum
11730	D006262	species	89014	395922	0.000219489	-0.102166387	1.08e-42	-0.366348402	35	1201	68	11181	4.790800582	2.17e-11	3.077971175	7.340928857	Blautia luti	Coraliomargarita akajimensis
11731	D006262	species	89014	419005	0.00401198	-0.080811681	4.91e-14	-0.209600596	17	1219	30	11219	5.214060535	1.16e-06	2.689270103	9.795512219	Blautia luti	Prevotella amnii
11732	D006262	species	89014	471189	0.001303719	-0.086247375	7.35e-48	-0.376176004	89	1147	151	11098	5.701392837	2.9299999999999997e-30	4.305926764	7.514078364	Blautia luti	Gordonibacter pamelaeae
11733	D006262	species	89014	480930	0.020782443	-0.065333985	1.05e-10	-0.181218044	13	1223	16	11233	7.459304741	1.23e-06	3.292600467	16.58911779	Blautia luti	Lactobacillus odoratitofui
11734	D006262	species	89014	487175	9.8e-07	-0.077577605	1.67e-195	-0.448055883	538	698	2737	8512	2.396895799	7.12e-44	2.120613527	2.708220223	Blautia luti	Parasutterella excrementihominis
11735	D006262	species	89014	502558	1.7e-08	-0.141285284	2.5699999999999997e-128	-0.554961555	127	1109	344	10905	3.629488094	3.5100000000000004e-27	2.910292342	4.505298359	Blautia luti	Eggerthella sp. YY7918
11736	D006262	species	89014	504487	0.002790364	-0.082578036	3.75e-44	-0.371695805	24	1212	73	11176	3.031041393	1.8e-05	1.820132015	4.887141374	Blautia luti	Jejuia pallidilutea
11737	D006262	species	89014	520083	0.003574957	-0.080410352	1.5600000000000002e-21	-0.258974075	112	1124	75	11174	14.83711537	7.23e-65	10.90488104	20.28718525	Blautia luti	Lactobacillus sp. KLDS 1.0716
11738	D006262	species	89014	572010	0.014934435	-0.068393968	8.48e-10	-0.171337105	92	1144	30	11219	30.05303102	2.8999999999999997e-67	19.60994158	47.20452429	Blautia luti	Slackia isoflavoniconvertens
11739	D006262	species	89014	589437	0.002771279	-0.083467546	2.1400000000000002e-29	-0.306952925	14	1222	47	11202	2.730261836	0.002121081	1.384018563	5.06272535	Blautia luti	Prevotella scopos
11740	D006262	species	89014	626935	0.000612855	-0.092375923	5.84e-62	-0.427165358	38	1198	136	11113	2.591623959	2.34e-06	1.750271732	3.758099758	Blautia luti	Collinsella tanakaei
11741	D006262	species	89014	626947	0.006944834	-0.074324698	5.7399999999999995e-40	-0.353010376	17	1219	82	11167	1.899164461	0.025783306	1.052045192	3.242034659	Blautia luti	Parasutterella secunda
11742	D006262	species	89014	633701	5.65e-08	-0.129487079	8.76e-259	-0.701432531	93	1143	510	10739	1.713195127	1.29e-05	1.347058846	2.160208806	Blautia luti	Prevotella saccharolytica
11743	D006262	species	89014	645466	1.73e-05	-0.112479662	2.4199999999999998e-92	-0.499035695	43	1193	217	11032	1.8322576	0.000714476	1.281998682	2.566823843	Blautia luti	Anaerostipes butyraticus
11744	D006262	species	89014	762212	6.69e-08	-0.117402061	1.73e-174	-0.560776278	435	801	867	10382	6.501773091	1.74e-140	5.661080168	7.462357885	Blautia luti	Bifidobacterium biavatii
11745	D006262	species	89014	871324	0.036962568	-0.056869672	1.8e-50	-0.391248511	46	1190	110	11139	3.913283472	4.97e-12	2.697256625	5.600733306	Blautia luti	Bacteroides stercorirosoris
11746	D006262	species	89014	1078480	4.8e-06	-0.124102584	1.21e-71	-0.459991914	23	1213	114	11135	1.851875899	0.013292097	1.124225407	2.930913721	Blautia luti	Haemophilus sputorum
11747	D006262	species	89014	1121298	0.038617616	-0.056339581	2.86e-51	-0.393913109	32	1204	112	11137	2.642562494	1.37e-05	1.717696419	3.964993854	Blautia luti	Clostridium amylolyticum
11748	D006262	species	89014	1124188	0.008592761	-0.073885977	2.61e-10	-0.176544876	25	1211	28	11221	8.271061297	3.63e-12	4.608466722	14.76714078	Blautia luti	Flavobacterium fontis
11749	D006262	species	89014	1161942	4.55e-10	-0.125893	0.0	-0.691862519	237	999	1199	10050	1.98840134	1.01e-16	1.697516788	2.322730891	Blautia luti	Ruminococcus champanellensis
11750	D006262	species	89014	1465754	4.63e-07	-0.105752412	3e-297	-0.672043881	253	983	1026	10223	2.564216035	1.1000000000000001e-29	2.192675543	2.991757362	Blautia luti	Alistipes timonensis
12368	D006262	species	136857	156978	0.028786606	-0.294994456	1.42e-08	-0.676646405	4	29	22	12430	77.5331942	5.8e-07	18.29432014	248.9718963	Corynebacterium testudinoris	Corynebacterium imitans
12369	D006262	species	136857	237258	0.0352758	-0.253902996	1.52e-15	-0.784537686	2	31	36	12416	22.23144135	0.004487852	2.485020294	92.99860707	Corynebacterium testudinoris	Cloacibacterium normanense
12370	D006262	species	136857	243924	0.044307877	-0.258457053	1.31e-15	-0.815032543	2	31	28	12424	28.5758045	0.002813858	3.163930902	122.0694735	Corynebacterium testudinoris	Pseudomonas lutea
12371	D006262	species	136857	310300	0.003811511	-0.268940016	2.94e-17	-0.687563354	3	30	81	12371	15.25853467	0.001385684	2.921548601	50.67056723	Corynebacterium testudinoris	Bacteroides pyogenes
12372	D006262	species	136857	351091	0.032236389	-0.03143852	8.82e-05	-0.057528239	22	11	4607	7845	3.405340619	0.000827459	1.580942097	7.78612968	Corynebacterium testudinoris	Oscillibacter valericigenes
12373	D006262	species	136857	426421	0.013039755	-0.279982003	1.52e-15	-0.75442798	3	30	45	12407	27.52964632	0.000268345	5.189297934	93.67728833	Corynebacterium testudinoris	Sediminibacterium salmoneum
12374	D006262	species	136857	722472	0.006011682	-0.297380599	1.66e-19	-0.795230706	2	31	51	12401	15.67094219	0.008582383	1.771160649	64.44201713	Corynebacterium testudinoris	Bradyrhizobium lablabi
12375	D006262	species	136857	882211	0.011691224	-0.204706361	9.770000000000001e-21	-0.666402125	4	29	118	12334	14.40780172	0.000285225	3.622474607	41.91476228	Corynebacterium testudinoris	Pseudomonas deceptionensis
12376	D006262	species	136857	1223514	7.47e-08	0.586926662	0.01042698	0.302195947	24	9	38	12414	868.7393007	1.12e-50	356.5405098	2595.417973	Corynebacterium testudinoris	Corynebacterium humireducens
12377	D006262	species	136857	1755626	0.007251305	-0.042238323	0.000450592	-0.055174427	26	7	4007	8445	7.826701415	5.28e-08	3.30514527	21.37238462	Corynebacterium testudinoris	Faecalibacterium sp. MC_41
13102	D006262	species	216935	216940	0.009590293	-0.254123079	4.25e-09	-0.53904766	7	24	72	12382	50.04396401	7.21e-10	17.62030592	124.9900607	Spiroplasma culicicola	Spiroplasma lampyridicola
13103	D006262	species	216935	376806	0.037327235	-0.185728043	9.08e-19	-0.685017077	2	29	95	12359	8.966808401	0.02400035	1.022524632	36.30414874	Spiroplasma culicicola	Bacteroides gallinarum
13104	D006262	species	216935	387090	0.008235443	-0.094007658	1.19e-17	-0.298066073	6	25	758	11696	3.702451539	0.01016464	1.238390566	9.281382224	Spiroplasma culicicola	Bacteroides coprophilus
13105	D006262	species	216935	395922	0.003986164	-0.253804621	3.15e-14	-0.608726738	7	24	96	12358	37.46503089	4.73e-09	13.3044754	92.44237267	Spiroplasma culicicola	Coraliomargarita akajimensis
13106	D006262	species	216935	437898	0.04207178	-0.063291847	2.51e-10	-0.195270602	10	21	1001	11453	5.446914507	0.000106281	2.283659235	12.12427709	Spiroplasma culicicola	Sutterella parvirubra
13107	D006262	species	216935	508460	0.004570416	-0.35278276	3.15e-13	-0.764271764	3	28	32	12422	41.50177944	8.6e-05	7.687201065	145.7197523	Spiroplasma culicicola	Cloacibacillus evryensis
13108	D006262	species	216935	589436	0.0210634	-0.107654809	9.26e-11	-0.296384095	10	21	428	12026	13.3708909	5.83e-08	5.586123285	29.87598328	Spiroplasma culicicola	Prevotella fusca
13109	D006262	species	216935	626932	0.021853905	-0.053049475	3.54e-09	-0.136070418	13	18	1837	10617	4.173613896	0.000238735	1.87650869	9.02732622	Spiroplasma culicicola	Alistipes indistinctus
13110	D006262	species	216935	882211	0.027583022	-0.179922273	1.84e-17	-0.622485671	3	28	119	12335	11.10157824	0.003351464	2.130249201	36.67464021	Spiroplasma culicicola	Pseudomonas deceptionensis
13286	D006262	species	234908	253239	0.003175085	-0.139563126	3.77e-66	-0.697655541	21	288	136	12040	6.452859935	2.81e-10	3.81240037	10.44628906	Sutterella stercoricanis	Ethanoligenens harbinense
13287	D006262	species	234908	264027	0.005149501	-0.146143721	4.51e-30	-0.548621285	10	299	56	12120	7.234062023	4.61e-06	3.25867146	14.49602112	Sutterella stercoricanis	Algoriphagus marincola
13288	D006262	species	234908	282402	0.047650668	-0.107649252	1.86e-15	-0.413822138	5	304	30	12146	6.656325767	0.00158642	2.002610556	17.49946378	Sutterella stercoricanis	Prevotella multiformis
13289	D006262	species	234908	288965	1.35e-06	-0.125570439	3.02e-94	-0.500723186	75	234	1163	11013	3.034519128	1.04e-13	2.291465688	3.981766243	Sutterella stercoricanis	[Clostridium] clariflavum
13290	D006262	species	234908	328813	0.000214586	-0.049837399	3.95e-52	-0.202576087	184	125	5202	6974	1.973339076	4.7e-09	1.559142049	2.504075122	Sutterella stercoricanis	Alistipes onderdonkii
13291	D006262	species	234908	329854	4.62e-05	-0.080631439	1.01e-122	-0.442697973	88	221	2238	9938	1.768094922	2.16e-05	1.359099477	2.283935487	Sutterella stercoricanis	Bacteroides intestinalis
13292	D006262	species	234908	357276	0.005806599	-0.036157738	8.3e-20	-0.119015662	241	68	5510	6666	4.287229386	5.77e-31	3.254669533	5.711474552	Sutterella stercoricanis	Bacteroides dorei
13293	D006262	species	234908	360807	6.85e-06	-0.073472365	1.04e-118	-0.365659287	133	176	3432	8744	1.925293755	4.5e-08	1.51986066	2.434111363	Sutterella stercoricanis	Roseburia inulinivorans
13294	D006262	species	234908	360911	0.007801393	-0.141196746	2.62e-26	-0.523559192	11	298	45	12131	9.948123401	9.86e-08	4.591729097	19.77154239	Sutterella stercoricanis	Exiguobacterium sp. AT1b
13295	D006262	species	234908	376805	0.021817756	-0.11825798	2.39e-43	-0.632152064	6	303	67	12109	3.57799622	0.009296015	1.258290425	8.293216095	Sutterella stercoricanis	Bacteroides salanitronis
13296	D006262	species	234908	376806	0.004844006	-0.140776494	2.1800000000000003e-56	-0.684198224	7	302	90	12086	3.112122428	0.010234545	1.206237863	6.757975549	Sutterella stercoricanis	Bacteroides gallinarum
13297	D006262	species	234908	384638	9.5e-05	-0.16065979	3.34e-153	-0.83474201	15	294	276	11900	2.199629104	0.006593361	1.199041192	3.752025255	Sutterella stercoricanis	[Bacteroides] pectinophilus
13298	D006262	species	234908	387090	6.71e-06	-0.140392744	3.77e-132	-0.666545286	52	257	712	11464	3.257302578	1.9e-11	2.34683105	4.45035448	Sutterella stercoricanis	Bacteroides coprophilus
13299	D006262	species	234908	410072	8.8e-07	-0.065988707	4.18e-67	-0.229422905	156	153	5233	6943	1.352738683	0.008867537	1.072095736	1.707049857	Sutterella stercoricanis	Coprococcus comes
13300	D006262	species	234908	454154	0.028771256	-0.041434921	3.28e-55	-0.29028824	133	176	2476	9700	2.960103205	5.68e-19	2.33475977	3.746334362	Sutterella stercoricanis	Paraprevotella clara
13301	D006262	species	234908	472113	0.046052281	-0.105215108	3.38e-37	-0.604210603	7	302	51	12125	5.508130722	0.000541437	2.09185847	12.32688699	Sutterella stercoricanis	Geofilum rubicundum
13302	D006262	species	234908	504487	0.000688186	-0.171153652	7.55e-45	-0.631825287	16	293	81	12095	8.150601128	1.75e-09	4.392648632	14.26328652	Sutterella stercoricanis	Jejuia pallidilutea
13303	D006262	species	234908	572010	0.000465887	-0.172277762	5.34e-49	-0.642534307	22	287	100	12076	9.253064584	2.18e-13	5.468274018	15.04186208	Sutterella stercoricanis	Slackia isoflavoniconvertens
13304	D006262	species	234908	589436	2.41e-06	-0.174703173	9.829999999999999e-146	-0.775802647	27	282	411	11765	2.740363156	1.22e-05	1.752868419	4.132407163	Sutterella stercoricanis	Prevotella fusca
13305	D006262	species	234908	589437	0.029934816	-0.113966999	7.57e-28	-0.531430145	7	302	54	12122	5.201547269	0.000737522	1.98024695	11.5900409	Sutterella stercoricanis	Prevotella scopos
13306	D006262	species	234908	633701	0.02744605	-0.07559329	1.1900000000000001e-110	-0.667059282	61	248	542	11634	5.278260625	1.2000000000000002e-21	3.870159252	7.112520979	Sutterella stercoricanis	Prevotella saccharolytica
13307	D006262	species	234908	762212	0.001127926	-0.082534252	8.329999999999999e-140	-0.579016631	57	252	1245	10931	1.985827414	1.77e-05	1.453788997	2.674035823	Sutterella stercoricanis	Bifidobacterium biavatii
13308	D006262	species	234908	871324	0.000597951	-0.161916202	2.21e-77	-0.736458871	19	290	137	12039	5.755488323	9.9e-09	3.315133957	9.496049011	Sutterella stercoricanis	Bacteroides stercorirosoris
13309	D006262	species	234908	1124188	0.001887984	-0.164375435	8.07e-28	-0.536234934	7	302	46	12130	6.109930949	0.000308434	2.308257226	13.77685858	Sutterella stercoricanis	Flavobacterium fontis
13310	D006262	species	234908	1131462	0.0139376	-0.133051179	1.54e-18	-0.451595562	11	298	32	12144	13.99451312	5.08e-09	6.30247218	28.82701316	Sutterella stercoricanis	Dehalobacter sp. CF
13311	D006262	species	234908	1147129	0.002015622	-0.167394207	2.55e-16	-0.425830012	12	297	29	12147	16.91078139	1.77e-10	7.779924555	34.56205378	Sutterella stercoricanis	Dehalobacter sp. DCA
13312	D006262	species	234908	1465754	0.004282831	-0.073399647	3.08e-112	-0.533902119	75	234	1204	10972	2.920403064	5.98e-13	2.205567688	3.831391647	Sutterella stercoricanis	Alistipes timonensis
13502	D006262	species	281920	426421	0.024087906	-0.230139016	8.1e-27	-0.841019997	2	48	46	12389	11.21328625	0.015767432	1.282666043	45.06179067	Porphyromonas uenonis	Sediminibacterium salmoneum
13503	D006262	species	281920	437898	0.019052549	-0.072309812	1.03e-25	-0.31545749	10	40	1001	11434	2.855121472	0.006025571	1.269358331	5.832685269	Porphyromonas uenonis	Sutterella parvirubra
13504	D006262	species	281920	589436	0.017151644	-0.108749413	6.3299999999999995e-25	-0.446741172	8	42	430	12005	5.316057247	0.000316424	2.142339436	11.55409632	Porphyromonas uenonis	Prevotella fusca
13505	D006262	species	281920	1755626	0.001679098	-0.049378228	1.51e-08	-0.088842753	37	13	3996	8439	6.009629123	1.7e-09	3.117998688	12.33561653	Porphyromonas uenonis	Faecalibacterium sp. MC_41
13506	D006262	species	281920	1755629	0.011301547	-0.166413486	2.39e-33	-0.685052754	4	46	181	12254	5.884932699	0.006319338	1.522588353	16.36561945	Porphyromonas uenonis	Victivallis sp. MC_44
13632	D006262	species	301302	308994	0.000709274	-0.086219795	1.43e-41	-0.334590117	298	1060	181	10946	16.99300477	2.71e-172	13.93062868	20.77134095	Roseburia faecis	Dialister propionicifaciens
13633	D006262	species	301302	310298	0.009673326	-0.044327092	6.67e-40	-0.223736107	877	481	2048	9079	8.079347887	2.7099999999999998e-263	7.149831536	9.141413567	Roseburia faecis	Bacteroides coprocola
13634	D006262	species	301302	328813	1.56e-19	-0.116164724	1.9999999999999997e-300	-0.451582288	726	632	4660	6467	1.594076111	5.94e-16	1.42145529	1.788026214	Roseburia faecis	Alistipes onderdonkii
13635	D006262	species	301302	360807	1.29e-17	-0.131813273	0.0	-0.540921852	755	603	2810	8317	3.705244251	3.14e-109	3.296617989	4.166441482	Roseburia faecis	Roseburia inulinivorans
13636	D006262	species	301302	376806	0.00044338	-0.092613378	2e-43	-0.353243786	20	1338	77	11050	2.144917582	0.004614285	1.23774044	3.557875299	Roseburia faecis	Bacteroides gallinarum
13637	D006262	species	301302	387090	4.62e-14	-0.170663968	7.469999999999999e-242	-0.660479132	195	1163	569	10558	3.110608094	2.6000000000000003e-32	2.6010008	3.709644963	Roseburia faecis	Bacteroides coprophilus
13638	D006262	species	301302	395922	0.000533761	-0.091985015	4.42e-28	-0.286297096	47	1311	56	11071	7.085316172	3.05e-19	4.682903891	10.68087935	Roseburia faecis	Coraliomargarita akajimensis
13639	D006262	species	301302	410072	2.67e-13	-0.095143986	7.05e-100	-0.271522779	868	490	4521	6606	2.58818487	1.17e-59	2.29915251	2.915839131	Roseburia faecis	Coprococcus comes
13640	D006262	species	301302	419005	0.005724156	-0.074346662	2.6e-08	-0.149144933	25	1333	22	11105	9.465862546	9.16e-13	5.104942672	17.66566166	Roseburia faecis	Prevotella amnii
13641	D006262	species	301302	425254	0.026382951	-0.05953849	4.38e-17	-0.222650604	23	1335	33	11094	5.790440115	5.24e-09	3.235735509	10.20149987	Roseburia faecis	Cellulosilyticum ruminicola
13642	D006262	species	301302	471189	1.01e-05	-0.111852811	1.42e-106	-0.516789079	48	1310	192	10935	2.086678803	3.42e-05	1.480138164	2.892636799	Roseburia faecis	Gordonibacter pamelaeae
13643	D006262	species	301302	502558	1.79e-13	-0.176483066	4.5200000000000006e-157	-0.583418307	113	1245	358	10769	2.72993705	1.76e-16	2.171769728	3.411019696	Roseburia faecis	Eggerthella sp. YY7918
13644	D006262	species	301302	504487	0.000159825	-0.100269071	1.19e-23	-0.26222177	42	1316	55	11072	6.422448041	2.58e-16	4.175419246	9.816511146	Roseburia faecis	Jejuia pallidilutea
13645	D006262	species	301302	520083	0.010735643	-0.066750337	3.22e-44	-0.353499318	85	1273	102	11025	7.214776673	1.0700000000000001e-33	5.31308888	9.77805965	Roseburia faecis	Lactobacillus sp. KLDS 1.0716
13646	D006262	species	301302	572010	0.038163783	-0.055313908	5.09e-12	-0.18277055	75	1283	47	11080	13.77490755	8.289999999999999e-42	9.394494639	20.37709781	Roseburia faecis	Slackia isoflavoniconvertens
13647	D006262	species	301302	589436	3.23e-11	-0.159324036	1.3800000000000001e-173	-0.607572426	81	1277	357	10770	1.913507666	1.47e-06	1.473932743	2.460160552	Roseburia faecis	Prevotella fusca
